,Status,CommonCode,Name,Description,LevelAndCategory,Symbol,ConversionFactor
350,nan,B81,reciprocal metre squared reciprocal second,nan,1,m⁻²/s,m⁻²/s
351,nan,B82,inch per linear foot,A unit of length defining the number of inches per linear foot.,3.1,nan,nan
352,nan,B83,metre to the fourth power,nan,1,m⁴,m⁴
353,nan,B84,microampere,nan,1S,µA,10⁻⁶ A
354,nan,B85,microbar,nan,1S,µbar,10⁻¹ Pa
355,nan,B86,microcoulomb,nan,1S,µC,10⁻⁶ C
356,nan,B87,microcoulomb per cubic metre,nan,1S,µC/m³,10⁻⁶ C/m³
357,nan,B88,microcoulomb per square metre,nan,1S,µC/m²,10⁻⁶ C/m²
358,nan,B89,microfarad per metre,nan,1S,µF/m,10⁻⁶ F/m
359,X,B9,batt,nan,3.9,nan,nan
360,nan,B90,microhenry,nan,1S,µH,10⁻⁶ H
361,nan,B91,microhenry per metre,nan,1S,µH/m,10⁻⁶ H/m
362,nan,B92,micronewton,nan,1S,µN,10⁻⁶ N
363,nan,B93,micronewton metre,nan,1S,µN·m,10⁻⁶ N x m
364,nan,B94,microohm,nan,1S,µΩ,10⁻⁶ Ω
365,nan,B95,microohm metre,nan,1S,µΩ·m,10⁻⁶ Ω x m
366,nan,B96,micropascal,nan,1S,µPa,10⁻⁶ Pa
367,nan,B97,microradian,nan,1S,µrad,10⁻⁶ rad
368,nan,B98,microsecond,nan,1S,µs,10⁻⁶ s
369,nan,B99,microsiemens,nan,1S,µS,10⁻⁶ S
370,nan,BAR,bar [unit of pressure],nan,1,bar,10⁵ Pa
371,nan,BB,base box,"A unit of area of 112 sheets of tin mil products (tin plate, tin free steel or black plate) 14 by 20 inches, or 31,360 square inches.",3.5,nan,nan
372,X,BD,board,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
373,X,BE,bundle,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
374,nan,BFT,board foot,A unit of volume defining the number of cords (cord: a stack of firewood of 128 cubic feet).,3.5,fbm,nan
375,X,BG,bag,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
376,X,BH,brush,nan,3.9,nan,nan
377,nan,BHP,brake horse power,nan,2,BHP,"7,457 x 10² W"
378,nan,BIL,billion (EUR),Synonym: trillion (US),3.7,nan,10¹²
379,X,BJ,bucket,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
380,X,BK,basket,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
381,X,BL,bale,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
382,nan,BLD,dry barrel (US),nan,2,bbl (US),"1,156 27 x 10⁻¹ m³"
383,nan,BLL,barrel (US),nan,2,barrel (US),"158,987 3 x 10⁻³ m³"
384,X,BO,bottle,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
385,nan,BP,hundred board foot,A unit of volume equal to one hundred board foot.,3.5,nan,nan
386,nan,BPM,beats per minute,The number of beats per minute.,3.1,BPM,1.667 x 10-2 /s
387,nan,BQL,becquerel,nan,1,Bq,"27,027 x 10⁻¹² Ci"
388,X,BR,bar [unit of packaging],"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
389,X,BT,bolt,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
390,nan,BTU,British thermal unit (international table),nan,2,BtuIT,"1,055 056 x 10³ J"
391,nan,BUA,bushel (US),nan,2,bu (US),"3,523 907 x 10⁻² m³"
392,nan,BUI,bushel (UK),nan,2,bushel (UK),"3,636 872 x 10⁻² m³"
393,X,BW,base weight,nan,3.9,nan,nan
394,X,BX,box,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
395,X,BZ,million BTUs,nan,3.8,nan,nan
396,nan,C0,call,A unit of count defining the number of calls (call: communication session or visitation).,3.5,nan,nan
397,X,C1,composite product pound (total weight),nan,3.9,nan,nan
398,nan,C10,millifarad,nan,1S,mF,10⁻³ F
399,nan,C11,milligal,nan,1M,mGal,10⁻⁵ m/s²
400,nan,C12,milligram per metre,nan,1S,mg/m,10⁻⁶ kg/m
401,nan,C13,milligray,nan,1S,mGy,10⁻³ Gy
402,nan,C14,millihenry,nan,1S,mH,10⁻³ H
403,nan,C15,millijoule,nan,1S,mJ,10⁻³ J
404,nan,C16,millimetre per second,nan,1S,mm/s,10⁻³ m/s
405,nan,C17,millimetre squared per second,nan,1S,mm²/s,10⁻⁶ m²/s
406,nan,C18,millimole,nan,1S,mmol,10⁻³ mol
407,nan,C19,mole per kilogram,nan,1,mol/kg,mol/kg
408,X,C2,carset,nan,3.5,nan,nan
409,nan,C20,millinewton,nan,1S,mN,10⁻³ N
410,nan,C21,kibibit,A unit of information equal to 2¹⁰ (1024) bits (binary digits).,3.6,Kibit,nan
411,nan,C22,millinewton per metre,nan,1S,mN/m,10⁻³ N/m
412,nan,C23,milliohm metre,nan,1S,mΩ·m,10⁻³ Ω x m
413,nan,C24,millipascal second,nan,1S,mPa·s,10⁻³ Pa x s
414,nan,C25,milliradian,nan,1S,mrad,10⁻³ rad
415,nan,C26,millisecond,nan,1S,ms,10⁻³ s
416,nan,C27,millisiemens,nan,1S,mS,10⁻³ S
417,nan,C28,millisievert,nan,1S,mSv,10⁻³ Sv
418,nan,C29,millitesla,nan,1S,mT,10⁻³ T
419,nan,C3,microvolt per metre,nan,1S,µV/m,10⁻⁶ V/m
420,nan,C30,millivolt per metre,nan,1S,mV/m,10⁻³ V/m
421,nan,C31,milliwatt,nan,1S,mW,10⁻³ W
422,nan,C32,milliwatt per square metre,nan,1S,mW/m²,10⁻³ W/m²
423,nan,C33,milliweber,nan,1S,mWb,10⁻³ Wb
424,nan,C34,mole,nan,1,mol,mol
425,nan,C35,mole per cubic decimetre,nan,1S,mol/dm³,10³ mol/m³
426,nan,C36,mole per cubic metre,nan,1,mol/m³,mol/m³
427,nan,C37,kilobit,A unit of information equal to 10³ (1000) bits (binary digits).,3.6,kbit,nan
428,nan,C38,mole per litre,nan,1,mol/l,10³ mol/m³
429,nan,C39,nanoampere,nan,1S,nA,10⁻⁹ A
430,X,C4,carload,nan,3.5,nan,nan
431,nan,C40,nanocoulomb,nan,1S,nC,10⁻⁹ C
432,nan,C41,nanofarad,nan,1S,nF,10⁻⁹ F
433,nan,C42,nanofarad per metre,nan,1S,nF/m,10⁻⁹ F/m
434,nan,C43,nanohenry,nan,1S,nH,10⁻⁹ H
435,nan,C44,nanohenry per metre,nan,1S,nH/m,10⁻⁹ H/m
436,nan,C45,nanometre,nan,1S,nm,10⁻⁹ m
437,nan,C46,nanoohm metre,nan,1S,nΩ·m,10⁻⁹ Ω·x m
438,nan,C47,nanosecond,nan,1S,ns,10⁻⁹ s
439,nan,C48,nanotesla,nan,1S,nT,10⁻⁹ T
440,nan,C49,nanowatt,nan,1S,nW,10⁻⁹ W
441,X,C5,cost,nan,3.9,nan,nan
442,nan,C50,neper,nan,1,Np,Np
443,nan,C51,neper per second,nan,1,Np/s,Np/s
444,nan,C52,picometre,nan,1S,pm,10⁻¹² m
445,nan,C53,newton metre second,nan,1,N·m·s,N x m x s
446,nan,C54,newton metre squared per kilogram squared,nan,1,N·m²/kg²,N x m²/kg²
447,nan,C55,newton per square metre,nan,1S,N/m²,Pa
448,nan,C56,newton per square millimetre,nan,1S,N/mm²,10⁶ Pa
449,nan,C57,newton second,nan,1,N·s,N x s
450,nan,C58,newton second per metre,nan,1,N·s/m,N x s/m
451,nan,C59,octave,A unit used in music to describe the ratio in frequency between notes.,1,nan,nan
452,X,C6,cell,nan,3.9,nan,nan
453,nan,C60,ohm centimetre,nan,1S,Ω·cm,10⁻² Ω x m 
454,nan,C61,ohm metre,nan,1,Ω·m,Ω x m
455,nan,C62,one,Synonym: unit,1,1,1
456,nan,C63,parsec,nan,1,pc,"3,085 678 x 10¹⁶ m"
457,nan,C64,pascal per kelvin,nan,1,Pa/K,Pa/K
458,nan,C65,pascal second,nan,1,Pa·s,Pa x s
459,nan,C66,pascal second per cubic metre,nan,1,Pa·s/m³,Pa x s/m³
460,nan,C67,pascal second per metre,nan,1,Pa· s/m,Pa x s/m
461,nan,C68,petajoule,nan,1S,PJ,10¹⁵ J
462,nan,C69,phon,A unit of subjective sound loudness. A sound has loudness p phons if it seems to the listener to be equal in loudness to the sound of a pure tone of frequency 1 kilohertz and strength p decibels.,1,nan,nan
463,nan,C7,centipoise,nan,2,cP,10⁻³ Pa x s
464,nan,C70,picoampere,nan,1S,pA,10⁻¹² A
465,nan,C71,picocoulomb,nan,1S,pC,10⁻¹² C
466,nan,C72,picofarad per metre,nan,1S,pF/m,10⁻¹² F/m
467,nan,C73,picohenry,nan,1S,pH,10⁻¹² H
468,nan,C74,kilobit per second,A unit of information equal to 10³ (1000) bits (binary digits) per second.,3.6,kbit/s,10³ bit/s
469,nan,C75,picowatt,nan,1S,pW,10⁻¹² W
470,nan,C76,picowatt per square metre,nan,1S,pW/m²,10⁻¹² W/m²
471,X,C77,pound gage,nan,3.1,nan,nan
472,nan,C78,pound-force,nan,2,lbf,"4,448 222 N"
473,nan,C79,kilovolt ampere hour,A unit of accumulated energy of 1000 volt amperes over a period of one hour.,3.1,kVAh,nan
474,nan,C8,millicoulomb per kilogram,nan,1S,mC/kg,10⁻³ C/kg
475,nan,C80,rad,nan,2,rad,10⁻² Gy
476,nan,C81,radian,nan,1,rad,rad
477,nan,C82,radian square metre per mole,nan,1,rad·m²/mol,rad x m²/mol
478,nan,C83,radian square metre per kilogram,nan,1,rad·m²/kg,rad x m²/kg
479,nan,C84,radian per metre,nan,1,rad/m,rad/m
480,nan,C85,reciprocal angstrom,nan,1,Å⁻¹,10¹⁰ m⁻¹
481,nan,C86,reciprocal cubic metre,nan,1,m⁻³,m⁻³
482,nan,C87,reciprocal cubic metre per second,Synonym: reciprocal second per cubic metre,1,m⁻³/s,m⁻³/s
483,nan,C88,reciprocal electron volt per cubic metre,nan,1,eV⁻¹/m³,"6,241 46 x 10¹⁸ J⁻¹/m³"
484,nan,C89,reciprocal henry,nan,1,H⁻¹,H⁻¹
485,nan,C9,coil group,A unit of count defining the number of coil groups (coil group: groups of items arranged by lengths of those items placed in a joined sequence of concentric circles).,3.9,nan,nan
486,nan,C90,reciprocal joule per cubic metre,nan,1,J⁻¹/m³,J⁻¹/m³
487,nan,C91,reciprocal kelvin or kelvin to the power minus one,nan,1,K⁻¹,K⁻¹
488,nan,C92,reciprocal metre,nan,1,m⁻¹,m⁻¹
489,nan,C93,reciprocal square metre,Synonym: reciprocal metre squared,1,m⁻²,m⁻²
490,nan,C94,reciprocal minute,nan,1S,min⁻¹,"1,666 667 x 10⁻² s"
491,nan,C95,reciprocal mole,nan,1,mol⁻¹,mol⁻¹
492,nan,C96,reciprocal pascal or pascal to the power minus one,nan,1,Pa⁻¹,Pa⁻¹
493,nan,C97,reciprocal second,nan,1,s⁻¹,s⁻¹
494,X,C98,reciprocal second per cubic metre,nan,1,s⁻¹/m³,s⁻¹/m³
495,nan,C99,reciprocal second per metre squared,nan,1,s⁻¹/m²,s⁻¹/m²
496,X,CA,can,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
497,nan,CCT,carrying capacity in metric ton,"A unit of mass defining the carrying capacity, expressed as the number of metric tons.",3.4,nan,nan
498,nan,CDL,candela,nan,1,cd,cd
499,nan,CEL,degree Celsius,Refer ISO 80000-5 (Quantities and units — Part 5: Thermodynamics),1,°C,1 x K
500,nan,CEN,hundred,A unit of count defining the number of units in multiples of 100.,3.7,nan,100
501,nan,CG,card,A unit of count defining the number of units of card (card: thick stiff paper or cardboard).,3.9,nan,nan
502,nan,CGM,centigram,nan,1M,cg,10⁻⁵ kg
503,X,CH,container,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.4,nan,nan
504,X,CJ,cone,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.9,nan,nan
505,X,CK,connector,nan,3.9,nan,nan
506,nan,CKG,coulomb per kilogram,nan,1,C/kg,A x s/kg
507,X,CL,coil,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
508,nan,CLF,hundred leave,"A unit of count defining the number of leaves, expressed in units of one hundred leaves.",3.8,nan,nan
509,nan,CLT,centilitre,nan,1S,cl,10⁻⁵ m³
510,nan,CMK,square centimetre,nan,1S,cm²,10⁻⁴ m²
511,nan,CMQ,cubic centimetre,nan,1S,cm³,10⁻⁶ m³
512,nan,CMT,centimetre,nan,"1S,3.5",cm,10⁻² m
513,nan,CNP,hundred pack,A unit of count defining the number of hundred-packs (hundred-pack: set of one hundred items packaged together).,"3.2,3.8",nan,nan
514,nan,CNT,cental (UK),A unit of mass equal to one hundred weight (US).,3.5,nan,"45,359 237 kg"
515,X,CO,carboy,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
516,nan,COU,coulomb,nan,1,C,A x s
517,X,CQ,cartridge,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.9,nan,nan
518,X,CR,crate,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
519,X,CS,case,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
520,X,CT,carton,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
521,nan,CTG,content gram,A unit of mass defining the number of grams of a named item in a product.,3.1,nan,nan
522,nan,CTM,metric carat,nan,3.5,nan,200 mg
523,nan,CTN,content ton (metric),A unit of mass defining the number of metric tons of a named item in a product.,3.1,nan,nan
524,X,CU,cup,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
525,nan,CUR,curie,nan,2,Ci,"3,7 x 10¹⁰ Bq"
526,X,CV,cover,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
527,nan,CWA,hundred pound (cwt) / hundred weight (US),nan,2,cwt (US),"45,359 2 kg"
528,nan,CWI,hundred weight (UK),nan,2,cwt (UK),"50,802 35 kg"
529,X,CY,cylinder,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
530,X,CZ,combo,nan,3.9,nan,nan
531,nan,D03,kilowatt hour per hour,A unit of accumulated energy of a thousand watts over a period of one hour.,3.1,kW·h/h,nan
532,nan,D04,lot [unit of weight],A unit of weight equal to about 1/2 ounce or 15 grams.,3.2,nan,nan
533,nan,D1,reciprocal second per steradian,nan,1,s⁻¹/sr,s⁻¹/sr
534,nan,D10,siemens per metre,nan,1,S/m,S/m
535,nan,D11,mebibit,A unit of information equal to 2²⁰ (1048576) bits (binary digits).,3.6,Mibit,nan
536,nan,D12,siemens square metre per mole,nan,1,S·m²/mol,S x m²/mol
537,nan,D13,sievert,nan,1,Sv,m²/s²
538,X,D14,thousand linear yard,nan,3.8,nan,nan
539,nan,D15,sone,A unit of subjective sound loudness. One sone is the loudness of a pure tone of frequency one kilohertz and strength 40 decibels.,1,nan,nan
540,nan,D16,square centimetre per erg,nan,2,cm²/erg,10³ m²/J
541,nan,D17,square centimetre per steradian erg,nan,2,cm²/(sr·erg),10³ m²/(sr x J)
542,nan,D18,metre kelvin,nan,1,m·K,m x K
543,nan,D19,square metre kelvin per watt,nan,1,m²·K/W,m² x K/W
544,nan,D2,reciprocal second per steradian metre squared,nan,1,s⁻¹/(sr·m²),s⁻¹/(sr x m²)
545,nan,D20,square metre per joule,nan,1,m²/J,m²/J
546,nan,D21,square metre per kilogram,nan,1,m²/kg,m²/kg
547,nan,D22,square metre per mole,nan,1,m²/mol,m²/mol
548,nan,D23,pen gram (protein),A unit of count defining the number of grams of amino acid prescribed for parenteral/enteral therapy.,3.9,nan,nan
549,nan,D24,square metre per steradian,nan,1,m²/sr,m²/sr
550,nan,D25,square metre per steradian joule,nan,1,m²/(sr·J),m²/(sr x J)
551,nan,D26,square metre per volt second,nan,1,m²/(V·s),m²/(V x s)
552,nan,D27,steradian,nan,1,sr,sr
553,X,D28,syphon,nan,3.9,nan,nan
554,nan,D29,terahertz,nan,1S,THz,10¹² Hz
555,nan,D30,terajoule,nan,1S,TJ,10¹² J
556,nan,D31,terawatt,nan,1S,TW,10¹² W
557,nan,D32,terawatt hour,nan,1S,TW·h,"3,6 x 10¹⁵ J"
558,nan,D33,tesla,nan,1,T,T
559,nan,D34,tex,A unit of yarn density. One decitex equals a mass of 1 gram per 1 kilometre of length.,3.5,tex (g/km),10⁻⁶ kg/m
560,D,D35,calorie (thermochemical),nan,2,calth,"4,184 J"
561,nan,D36,megabit,A unit of information equal to 10⁶ (1000000) bits (binary digits).,3.6,Mbit,nan
562,D,D37,calorie (thermochemical) per gram kelvin,nan,2,calth/(g·K),"4,184 x 10³ J/(kg x K)"
563,D,D38,calorie (thermochemical) per second centimetre kelvin,nan,2,calth/(s·cm·K),"418,4 W/(m x K)"
564,D,D39,calorie (thermochemical) per second square centimetre kelvin,nan,2,calth/(s·cm²·K),"4,184 x10⁴ W/(m² x K)"
565,X,D40,thousand litre,nan,3.8,nan,m³
566,nan,D41,tonne per cubic metre,nan,1S,t/m³,10³ kg/m³
567,nan,D42,tropical year,nan,2,y (tropical),"3,155 692 5 x 10⁷ s"
568,nan,D43,unified atomic mass unit,nan,1,u,"1,660 538 782 x 10⁻²⁷ kg"
569,nan,D44,var,The name of the unit is an acronym for volt-ampere-reactive.,1,var,V x A
570,nan,D45,volt squared per kelvin squared,nan,1,V²/K²,V²/K²
571,nan,D46,volt - ampere,nan,1,V·A,W
572,nan,D47,volt per centimetre,nan,1S,V/cm,V/m x 10²
573,nan,D48,volt per kelvin,nan,1,V/K,V/K
574,nan,D49,millivolt per kelvin,nan,1S,mV/K,10⁻³ V/K
575,nan,D5,kilogram per square centimetre,nan,2,kg/cm²,10⁴ kg/m²
576,nan,D50,volt per metre,nan,1,V/m,V/m
577,nan,D51,volt per millimetre,nan,1S,V/mm,10³ V/m
578,nan,D52,watt per kelvin,nan,1,W/K,W/K
579,nan,D53,watt per metre kelvin,nan,1,W/(m·K),W/(m x K)
580,nan,D54,watt per square metre,nan,1,W/m²,W/m²
581,nan,D55,watt per square metre kelvin,nan,1,W/(m²·K),W/(m² x K)
582,nan,D56,watt per square metre kelvin to the fourth power,nan,1,W/(m²·K⁴),W/(m² x K⁴)
583,nan,D57,watt per steradian,nan,1,W/sr,W/sr
584,nan,D58,watt per steradian square metre,nan,1,W/(sr·m²),W/(sr x m²)
585,nan,D59,weber per metre,nan,1,Wb/m,Wb/m
586,nan,D6,roentgen per second,nan,2,R/s,"2,58 x 10⁻⁴ C/(kg x s)"
587,nan,D60,weber per millimetre,nan,1S,Wb/mm,10³ Wb/m
588,nan,D61,minute [unit of angle],nan,1,',"2,908 882 x 10⁻⁴ rad"
589,nan,D62,second [unit of angle],nan,1,"""","4,848 137 x 10⁻⁶ rad"
590,nan,D63,book,A unit of count defining the number of books (book: set of items bound together or written document of a material whole).,3.9,nan,nan
591,X,D64,block,nan,3.9,nan,nan
592,nan,D65,round,A unit of count defining the number of rounds (round: A circular or cylindrical object).,3.9,nan,nan
593,X,D66,cassette,nan,3.9,nan,nan
594,X,D67,dollar per hour,nan,3.9,nan,nan
595,nan,D68,number of words,A unit of count defining the number of words.,3.7,nan,nan
596,nan,D69,inch to the fourth power,nan,2,in⁴,"41,623 14 x 10⁻⁸ m⁴"
597,X,D7,sandwich,nan,3.9,nan,nan
598,D,D70,calorie (international table),nan,2,calIT,"4,186 8 J"
599,D,D71,calorie (international table) per second centimetre kelvin,nan,2,calIT/(s·cm·K),"418,68 W/(m x K)"
600,D,D72,calorie (international table) per second square centimetre kelvin,nan,2,calIT/(s·cm²·K),"4,186 8 x 10⁴ W/(m² x K)"
601,nan,D73,joule square metre,nan,1,J·m²,J x m²
602,nan,D74,kilogram per mole,nan,1,kg/mol,kg/mol
603,D,D75,calorie (international table) per gram,nan,2,calIT/g,"4 186,8 J/kg"
604,D,D76,calorie (international table) per gram kelvin,nan,2,calIT/(g·K),"4 186,8 J/(kg x K)"
605,nan,D77,megacoulomb,nan,1S,MC,10⁶ C
606,nan,D78,megajoule per second,A unit of accumulated energy equal to one million joules per second.,3.1,MJ/s,nan
607,X,D79,beam,nan,3.3,nan,nan
608,X,D8,draize score,nan,3.7,nan,nan
609,nan,D80,microwatt,nan,1S,µW,10⁻⁶ W
610,nan,D81,microtesla,nan,1S,µT,10⁻⁶ T
611,nan,D82,microvolt,nan,1S,µV,10⁻⁶ V
612,nan,D83,millinewton metre,nan,1S,mN·m,10⁻³ N x m
613,nan,D85,microwatt per square metre,nan,1S,µW/m²,10⁻⁶ W/m²
614,nan,D86,millicoulomb,nan,1S,mC,10⁻³ C
615,nan,D87,millimole per kilogram,nan,1S,mmol/kg,10⁻³ mol/kg
616,nan,D88,millicoulomb per cubic metre,nan,1S,mC/m³,10⁻³ C/m³
617,nan,D89,millicoulomb per square metre,nan,1S,mC/m²,10⁻³ C/m²
618,D,D9,dyne per square centimetre,nan,"2,3.9",dyn/cm²,10⁻¹ Pa
619,X,D90,cubic metre (net),nan,3.1,nan,nan
620,nan,D91,rem,nan,2,rem,10⁻² Sv
621,X,D92,band,nan,3.9,nan,nan
622,nan,D93,second per cubic metre,nan,1,s/m³,s/m³
623,nan,D94,second per cubic metre radian,nan,1,s/(rad·m³),s/(rad x m³)
624,nan,D95,joule per gram,nan,1S,J/g,J/(10⁻³ x kg)
625,X,D96,pound gross,nan,3.1,nan,nan
626,X,D97,pallet/unit load,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.4,nan,nan
627,X,D98,mass pound,nan,3.1,nan,nan
628,X,D99,sleeve,nan,3.3,nan,nan
629,nan,DAA,decare,nan,1M,daa,10³ m²
630,nan,DAD,ten day,A unit of time defining the number of days in multiples of 10.,3.2,nan,nan
631,nan,DAY,day,nan,1,d,86 400 s
632,nan,DB,dry pound,"A unit of mass defining the number of pounds of a product, disregarding the water content of the product.",3.1,nan,nan
633,X,DC,disk (disc),nan,3.9,nan,nan
634,nan,DD,degree [unit of angle],nan,1,°,"1,745 329 x 10⁻² rad"
635,X,DE,deal,nan,3.9,nan,nan
636,nan,DEC,decade,A unit of count defining the number of decades (decade: quantity equal to 10 or time equal to 10 years).,3.8,nan,nan
637,nan,DG,decigram,nan,1M,dg,10⁻⁴ kg
638,X,DI,dispenser,nan,3.3,nan,nan
639,nan,DJ,decagram,nan,1M,dag,10⁻² kg
640,nan,DLT,decilitre,nan,1M,dl,10⁻⁴ m³
641,nan,DMA,cubic decametre,nan,1S,dam³,10³ m³
642,nan,DMK,square decimetre,nan,1S,dm²,10⁻² m²
643,nan,DMO,standard kilolitre,"A unit of volume defining the number of kilolitres of a product at a temperature of 15 degrees Celsius, especially in relation to hydrocarbon oils.",3.1,nan,nan
644,nan,DMQ,cubic decimetre,nan,1S,dm³,10⁻³ m³
645,nan,DMT,decimetre,nan,1M,dm,10⁻¹ m
646,nan,DN,decinewton metre,nan,1S,dN·m,10⁻¹ N x m
647,nan,DPC,dozen piece,"A unit of count defining the number of pieces in multiples of 12 (piece: a single item, article or exemplar).",3.2,nan,nan
648,nan,DPR,dozen pair,A unit of count defining the number of pairs in multiples of 12 (pair: item described by two's).,3.2,nan,nan
649,nan,DPT,displacement tonnage,"A unit of mass defining the volume of sea water a ship displaces, expressed as the number of tons.",3.4,nan,nan
650,X,DQ,data record,nan,3.6,nan,nan
